ID,Sta,cast,nisk,qc,YYYY,MM,DD,TIME,Lat,Long,btm,Press,CTD T,CTD Salt,Bot Sal,qc,CTD O2,Bot O2,qc,DIC,qc,TA,qc,pH TOT,pH Temp,qc,CO3,qc,Sil,Amm,Nitra,Nitri,PO4,qc,Line,PO4 4 co2sys,SIL 4 co2sys,nut flag,TA 4 co2sys,TA flag,DIC 4 co2sys,DIC flag,Blanc1,pH TOT in situ,pCO2,CO2,HCO3,CO3,Calc,Arag,Revelle Factor,Blanc2,pH TOT in situ,pCO2,CO2,HCO3,CO3,Calc,Arag,Revelle Factor
1340114,134,1,14,2,2016,06,06,18:06:46,50.251,-125.388,235,3.3,11.20,29.164,-999.000,9,226.4,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,17,1.19,19.14,3,2017.4,3,1886.7,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,7.998,413.16,17.95,1770.70,98.06,2.41,1.52,14.17
1340115,134,1,15,2,2016,06,06,18:06:50,50.251,-125.388,235,3.4,11.20,29.165,-999.000,9,226.4,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,17,1.19,19.14,3,2017.4,3,1886.7,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,7.998,413.12,17.95,1770.70,98.06,2.41,1.52,14.17
1350101,135,1,1,2,2016,06,06,21:28:45,50.031,-125.098,269,261.4,9.73,30.595,-999.000,9,117.1,117.6,2,2107.8,2,2086.6,3,7.2985,25.0,2,38.72,2,68.94,0.13,29.82,0.06,2.84,2,17,2.84,68.94,2,2086.6,3,2107.8,2,,7.449,1584.40,71.68,2004.88,31.23,0.73,0.46,18.15,,7.449,1584.40,71.68,2004.88,31.23,0.73,0.46,18.15
1350102,135,1,2,2,2016,06,06,21:30:30,50.031,-125.098,269,249.7,9.71,30.587,30.590,2,118.8,117.9,2,2106.8,2,2084.7,2,7.3026,25.0,2,39.10,2,68.94,0.10,29.76,0.06,2.85,2,17,2.85,68.94,2,2084.7,2,2106.8,2,,7.446,1595.11,72.20,2003.63,30.98,0.72,0.46,18.11,,7.446,1595.11,72.20,2003.63,30.98,0.72,0.46,18.11
1350103,135,1,3,2,2016,06,06,21:30:36,50.031,-125.098,269,249.7,9.71,30.587,-999.000,9,118.8,-999,9,-999,9,-999,9,-999,-999,9,-999,9,67.75,0.04,29.77,0.05,2.85,2,17,2.85,67.75,2,2084.7,3,2106.8,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,7.446,1595.01,72.19,2003.63,30.98,0.72,0.46,18.11
1350104,135,1,4,2,2016,06,06,21:33:08,50.031,-125.098,269,199.7,9.65,30.534,-999.000,9,126.1,124.9,2,2100.6,6,2087.3,2,7.3131,25.0,6,39.82,6,65.57,0.02,29.83,0.00,2.77,2,17,2.77,65.57,2,2087.3,2,2100.6,2,,7.482,1473.57,66.86,2000.40,33.35,0.79,0.50,18.43,,7.482,1473.57,66.86,2000.40,33.35,0.79,0.50,18.43
1350105,135,1,5,2,2016,06,06,21:36:06,50.031,-125.098,269,149.9,9.41,30.287,-999.000,9,154.8,-999,9,2073.0,2,2078.0,2,7.3634,25.0,3,43.85,2,56.65,0.08,29.30,0.00,2.62,2,17,2.62,56.65,2,2078.0,2,2073.0,2,,7.558,1228.62,56.27,1978.19,38.55,0.92,0.58,18.87,,7.558,1228.62,56.27,1978.19,38.55,0.92,0.58,18.87
1350106,135,1,6,2,2016,06,06,21:38:29,50.031,-125.098,269,124.8,9.34,30.169,-999.000,9,164.0,162.4,2,2064.2,2,2072.9,2,7.3764,25.0,3,45.03,2,54.67,0.47,29.35,0.01,2.57,2,17,2.57,54.67,2,2072.9,2,2064.2,2,,7.575,1179.08,54.17,1970.38,39.65,0.95,0.60,18.92,,7.575,1179.08,54.17,1970.38,39.65,0.95,0.60,18.92
1350107,135,1,7,2,2016,06,06,21:40:52,50.031,-125.098,269,100.0,9.33,29.943,-999.000,9,162.4,-999,9,2053.7,2,2060.8,2,7.3615,25.0,3,42.12,2,57.26,0.28,29.41,0.08,2.61,2,17,2.61,57.26,2,2060.8,2,2053.7,2,,7.572,1186.49,54.59,1960.27,38.84,0.93,0.59,18.93,,7.572,1186.49,54.59,1960.27,38.84,0.93,0.59,18.93
1350108,135,1,8,2,2016,06,06,21:43:13,50.031,-125.098,269,74.9,9.31,29.730,-999.000,9,171.1,171.4,2,2037.3,2,2048.8,2,7.3763,25.0,2,44.73,2,53.10,0.25,29.24,0.08,2.57,2,17,2.57,53.10,2,2048.8,2,2037.3,2,,7.592,1127.62,51.99,1945.25,40.06,0.97,0.61,18.98,,7.592,1127.62,51.99,1945.25,40.06,0.97,0.61,18.98
1350109,135,1,9,2,2016,06,06,21:45:25,50.031,-125.098,269,60.0,9.43,29.559,-999.000,9,170.5,-999,9,2026.1,2,2036.2,2,7.3777,25.0,3,42.34,2,52.51,0.06,29.04,0.16,2.58,2,17,2.58,52.51,2,2036.2,2,2026.1,2,,7.587,1138.21,52.32,1934.43,39.34,0.96,0.60,18.98,,7.587,1138.21,52.32,1934.43,39.34,0.96,0.60,18.98
1350110,135,1,10,2,2016,06,06,21:47:19,50.031,-125.098,269,50.2,9.72,29.335,-999.000,9,178.1,174.9,2,2010.5,2,2017.1,2,7.4039,25.0,3,44.25,2,49.74,0.19,27.63,0.29,2.38,2,17,2.38,49.74,2,2017.1,2,2010.5,2,,7.573,1173.30,53.48,1919.10,37.93,0.92,0.58,18.95,,7.573,1173.30,53.48,1919.10,37.93,0.92,0.58,18.95
1350111,135,1,11,2,2016,06,06,21:48:58,50.031,-125.098,269,40.0,9.96,29.151,-999.000,9,187.7,-999,9,1981.6,2,2005.6,2,7.4468,25.0,3,49.32,2,47.17,0.51,25.17,0.25,2.11,2,17,2.11,47.17,2,2005.6,2,1981.6,2,,7.641,992.85,44.94,1892.72,43.94,1.07,0.67,18.90,,7.641,992.85,44.94,1892.72,43.94,1.07,0.67,18.90
1350112,135,1,12,2,2016,06,06,21:50:41,50.031,-125.098,269,30.1,10.08,29.071,-999.000,9,190.3,188.7,2,1974.2,2,2002.0,2,7.4586,25.0,2,50.55,2,45.79,0.62,24.60,0.21,2.26,2,17,2.26,45.79,2,2002.0,2,1974.2,2,,7.655,959.97,43.30,1885.60,45.30,1.11,0.70,18.84,,7.655,959.97,43.30,1885.60,45.30,1.11,0.70,18.84
1350113,135,1,13,2,2016,06,06,21:51:56,50.031,-125.098,269,25.1,10.32,28.917,-999.000,9,199.9,-999,9,1956.8,2,1982.5,2,7.4926,25.0,2,52.92,2,42.63,0.61,23.08,0.20,2.09,2,17,2.09,42.63,2,1982.5,2,1956.8,2,,7.646,974.31,43.64,1868.95,44.20,1.08,0.68,18.85,,7.646,974.31,43.64,1868.95,44.20,1.08,0.68,18.85
1350114,135,1,14,2,2016,06,06,21:53:15,50.031,-125.098,269,20.1,11.03,28.584,-999.000,9,215.4,-999,9,1925.3,2,1977.6,2,7.5573,25.0,2,60.74,2,37.69,0.84,19.89,0.20,1.84,2,17,1.84,37.69,2,1977.6,2,1925.3,2,,7.745,768.17,33.68,1836.06,55.55,1.37,0.86,18.04,,7.745,768.17,33.68,1836.06,55.55,1.37,0.86,18.04
1350115,135,1,15,2,2016,06,06,21:54:38,50.031,-125.098,269,15.3,12.32,27.938,-999.000,9,249.1,225.9,2,1881.4,2,1940.8,2,7.6653,25.0,2,73.51,2,27.42,0.85,13.54,0.17,1.42,2,17,1.42,27.42,2,1940.8,2,1881.4,2,,7.765,725.40,30.62,1792.05,58.72,1.45,0.91,17.63,,7.765,725.40,30.62,1792.05,58.72,1.45,0.91,17.63
1350116,135,1,16,2,2016,06,06,21:56:25,50.031,-125.098,269,10.1,14.32,26.892,-999.000,9,291.6,-999,9,1720.1,2,1862.3,2,7.9297,25.0,2,135.94,2,7.65,0.34,1.99,0.08,0.55,2,17,0.55,7.65,2,1862.3,2,1720.1,2,,8.039,352.59,14.06,1602.35,103.69,2.59,1.63,13.09,,8.039,352.59,14.06,1602.35,103.69,2.59,1.63,13.09
1350117,135,1,17,2,2016,06,06,21:58:23,50.031,-125.098,269,5.0,14.97,26.526,-999.000,9,304.7,-999,9,1662.0,6,1859.4,2,8.0740,25.0,2,181.21,3,4.68,0.21,0.83,0.07,0.43,2,17,0.43,4.68,2,1859.4,2,1662.0,2,,8.182,241.44,9.46,1514.25,138.29,3.47,2.18,11.01,,8.182,241.44,9.46,1514.25,138.29,3.47,2.18,11.01
1350118,135,1,18,2,2016,06,06,21:59:36,50.031,-125.098,269,2.6,16.63,25.306,-999.000,9,303.0,303.1,2,1608.5,2,1810.2,6,8.1154,25.0,3,178.61,2,3.29,0.14,0.36,0.04,0.32,2,17,0.32,3.29,2,1810.2,2,1608.5,2,,8.196,230.09,8.63,1458.32,141.54,3.59,2.25,10.72,,8.196,230.09,8.63,1458.32,141.54,3.59,2.25,10.72
1350119,135,1,19,2,2016,06,06,21:59:39,50.031,-125.098,269,2.6,16.60,25.331,-999.000,9,303.0,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,17,1.19,19.14,3,2017.4,3,1886.7,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,7.971,467.75,17.56,1767.03,102.13,2.59,1.62,14.29
1350120,135,1,20,2,2016,06,06,21:59:43,50.031,-125.098,269,2.6,16.21,25.635,-999.000,9,307.8,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,17,1.19,19.14,3,2017.4,3,1886.7,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,7.972,464.14,17.60,1767.31,101.81,2.58,1.61,14.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.016,423.67,15.34,1875.57,147.79,3.51,2.26,11.81,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.038,400.61,14.28,1854.03,156.50,3.73,2.40,11.41,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.039,399.58,14.17,1849.41,157.32,3.76,2.42,11.37,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.041,398.68,14.05,1848.59,159.05,3.81,2.45,11.31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.043,397.00,13.94,1845.85,160.21,3.84,2.48,11.26,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.055,384.16,13.14,1825.50,168.76,4.06,2.62,10.91,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.048,392.89,13.41,1836.09,167.59,4.04,2.61,10.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.047,394.47,13.47,1834.75,166.68,4.02,2.59,11.01,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.585,1151.45,61.12,2251.42,44.66,0.90,0.57,19.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.581,1176.90,61.33,2240.34,44.53,0.92,0.59,18.97,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.572,1238.61,60.35,2210.69,45.57,0.99,0.63,18.77,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.592,1194.95,56.01,2189.24,49.05,1.09,0.69,18.64,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.580,1248.14,55.17,2173.06,50.47,1.14,0.73,18.44,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.618,1159.82,48.43,2152.55,58.02,1.34,0.85,18.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.712,912.35,38.36,2092.11,68.74,1.60,1.02,17.31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.768,792.76,32.95,2057.99,77.56,1.82,1.16,16.59,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.835,679.11,25.67,2006.75,99.18,2.34,1.50,14.80,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.963,491.78,17.41,1920.40,138.79,3.29,2.12,12.33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.057,384.95,12.86,1836.72,177.93,4.24,2.75,10.67,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.056,386.16,12.90,1834.31,176.49,4.22,2.73,10.71,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.053,389.11,13.00,1833.99,175.11,4.20,2.72,10.75,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.053,389.98,13.03,1835.01,174.96,4.20,2.72,10.75,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.062,380.51,12.71,1829.90,178.39,4.29,2.78,10.64,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.056,386.70,12.92,1833.15,176.13,4.24,2.74,10.72,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.572,1305.76,53.72,2174.55,53.83,1.24,0.79,18.17,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.583,1274.38,51.84,2162.86,55.50,1.29,0.83,18.08,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.642,1101.72,43.99,2123.40,63.41,1.48,0.95,17.63,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.797,744.91,29.42,2035.36,87.12,2.05,1.31,15.76,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.889,592.93,22.38,1976.63,110.39,2.62,1.68,14.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.006,438.52,15.87,1891.59,145.64,3.47,2.23,11.96,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.023,419.51,14.80,1872.77,155.34,3.71,2.39,11.52,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.042,400.09,13.56,1845.87,168.47,4.03,2.61,10.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.055,387.37,13.07,1835.49,173.44,4.16,2.69,10.80,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.046,397.34,13.40,1843.41,170.58,4.10,2.65,10.92,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.055,387.96,13.08,1835.44,173.28,4.17,2.70,10.81,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.604,1218.65,48.01,2135.91,59.28,1.40,0.90,17.83,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.608,1210.56,46.98,2131.97,60.75,1.44,0.92,17.73,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.656,1075.72,41.62,2109.56,67.23,1.59,1.02,17.32,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.720,919.55,34.94,2078.07,78.30,1.86,1.19,16.48,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.888,600.45,22.25,1984.32,113.22,2.70,1.73,13.86,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.016,431.37,15.44,1900.73,152.73,3.65,2.35,11.71,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.069,374.95,13.37,1862.80,169.82,4.06,2.62,11.01,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.062,382.07,13.65,1865.41,166.65,3.99,2.57,11.12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.086,357.96,12.75,1845.38,174.97,4.20,2.70,10.79,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.126,321.27,11.36,1811.95,190.09,4.56,2.94,10.28,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.583,1292.17,49.62,2141.32,58.36,1.38,0.89,17.81,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.597,1248.40,47.94,2136.22,60.13,1.43,0.91,17.73,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.700,966.28,36.76,2087.79,75.15,1.79,1.15,16.72,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.825,707.44,26.57,2025.25,98.28,2.35,1.50,14.93,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.892,596.33,21.88,1980.42,115.50,2.76,1.78,13.71,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.950,515.73,18.61,1949.16,132.83,3.18,2.05,12.71,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.011,439.65,15.86,1910.65,149.79,3.59,2.31,11.86,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.048,397.34,14.19,1877.74,162.57,3.90,2.51,11.29,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.068,376.90,13.44,1861.53,168.73,4.05,2.61,11.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.738,665.54,38.91,2262.33,64.55,0.93,0.60,18.43,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.636,953.37,53.65,2273.46,49.69,0.88,0.56,19.22,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.563,1194.26,64.39,2258.31,42.20,0.83,0.53,19.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.557,1239.64,64.36,2232.26,42.18,0.87,0.55,18.89,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.544,1316.43,64.53,2205.87,42.29,0.92,0.58,18.71,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.558,1288.20,60.96,2189.37,44.87,0.99,0.63,18.66,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.614,1134.59,52.38,2157.22,51.31,1.16,0.74,18.54,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.627,1121.47,48.49,2140.68,56.33,1.30,0.83,18.17,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.727,874.42,37.86,2089.14,68.50,1.60,1.02,17.36,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.811,701.87,30.69,2030.63,79.18,1.86,1.18,16.41,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.862,620.77,25.95,1994.55,92.00,2.17,1.38,15.31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.939,512.97,20.38,1941.45,113.57,2.70,1.72,13.70,,,,,,,,,
